order_id,user_key,paid_at,campaign_id,variant,channel,location_id,audience,status,gross_cents,merchant_discount_cents,platform_discount_cents,refund_cents,cost_cents
byte_full_funnel_sale_o_0442,byte_full_funnel_sale_u_0442,2026-06-13T11:26:00,byte_full_funnel_sale,单件直降,mall,regional_store,returning_customer,completed,8900,1800,500,0,4300
byte_full_funnel_sale_o_0446,byte_full_funnel_sale_u_0446,2026-06-17T15:30:00,byte_full_funnel_sale,单件直降,live_room,online_flagship,new_customer,completed,8900,1800,500,0,4300
byte_full_funnel_sale_o_0454,byte_full_funnel_sale_u_0454,2026-06-18T12:38:00,byte_full_funnel_sale,单件直降,mall,regional_store,returning_customer,completed,8900,1800,500,0,4300
byte_full_funnel_sale_o_0456,byte_full_funnel_sale_u_0456,2026-06-13T14:40:00,byte_full_funnel_sale,单件直降,short_video,online_flagship,new_customer,completed,8900,1800,500,0,4300
byte_full_funnel_sale_o_0467,byte_full_funnel_sale_u_0467,2026-06-17T14:51:00,byte_full_funnel_sale,直播组合包,mall,regional_store,returning_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0509,byte_full_funnel_sale_u_0509,2026-06-17T12:33:00,byte_full_funnel_sale,直播组合包,mall,online_flagship,returning_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0525,byte_full_funnel_sale_u_0525,2026-06-12T17:49:00,byte_full_funnel_sale,直播组合包,live_room,regional_store,returning_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0528,byte_full_funnel_sale_u_0528,2026-06-15T09:52:00,byte_full_funnel_sale,单件直降,short_video,online_flagship,new_customer,completed,8900,1800,500,0,4300
byte_full_funnel_sale_o_0534,byte_full_funnel_sale_u_0534,2026-06-14T15:58:00,byte_full_funnel_sale,单件直降,short_video,regional_store,new_customer,completed,8900,1800,500,0,4300
byte_full_funnel_sale_o_0538,byte_full_funnel_sale_u_0538,2026-06-18T20:02:00,byte_full_funnel_sale,单件直降,mall,regional_store,returning_customer,completed,8900,1800,500,0,4300
byte_full_funnel_sale_o_0547,byte_full_funnel_sale_u_0547,2026-06-13T17:11:00,byte_full_funnel_sale,直播组合包,short_video,regional_store,new_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0559,byte_full_funnel_sale_u_0559,2026-06-18T18:23:00,byte_full_funnel_sale,直播组合包,short_video,regional_store,new_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0561,byte_full_funnel_sale_u_0561,2026-06-13T09:25:00,byte_full_funnel_sale,直播组合包,live_room,regional_store,returning_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0594,byte_full_funnel_sale_u_0594,2026-06-18T09:58:00,byte_full_funnel_sale,单件直降,short_video,regional_store,new_customer,completed,8900,1800,500,0,4300
byte_full_funnel_sale_o_0596,byte_full_funnel_sale_u_0596,2026-06-13T12:00:00,byte_full_funnel_sale,单件直降,live_room,regional_store,new_customer,completed,8900,1800,500,0,4300
byte_full_funnel_sale_o_0601,byte_full_funnel_sale_u_0601,2026-06-18T16:05:00,byte_full_funnel_sale,直播组合包,short_video,online_flagship,new_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0626,byte_full_funnel_sale_u_0626,2026-06-15T19:30:00,byte_full_funnel_sale,单件直降,live_room,online_flagship,new_customer,completed,8900,1800,500,0,4300
byte_full_funnel_sale_o_0634,byte_full_funnel_sale_u_0634,2026-06-16T16:38:00,byte_full_funnel_sale,单件直降,mall,regional_store,returning_customer,completed,8900,1800,500,0,4300
byte_full_funnel_sale_o_0644,byte_full_funnel_sale_u_0644,2026-06-12T15:48:00,byte_full_funnel_sale,单件直降,live_room,regional_store,new_customer,completed,8900,1800,500,0,4300
byte_full_funnel_sale_o_0659,byte_full_funnel_sale_u_0659,2026-06-13T20:03:00,byte_full_funnel_sale,直播组合包,mall,regional_store,returning_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0665,byte_full_funnel_sale_u_0665,2026-06-12T14:09:00,byte_full_funnel_sale,直播组合包,mall,online_flagship,returning_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0681,byte_full_funnel_sale_u_0681,2026-06-14T19:25:00,byte_full_funnel_sale,直播组合包,live_room,regional_store,returning_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0684,byte_full_funnel_sale_u_0684,2026-06-17T11:28:00,byte_full_funnel_sale,单件直降,short_video,online_flagship,new_customer,completed,8900,1800,500,0,4300
byte_full_funnel_sale_o_0708,byte_full_funnel_sale_u_0708,2026-06-13T13:52:00,byte_full_funnel_sale,单件直降,short_video,online_flagship,new_customer,completed,8900,1800,500,0,4300
byte_full_funnel_sale_o_0723,byte_full_funnel_sale_u_0723,2026-06-14T17:07:00,byte_full_funnel_sale,直播组合包,live_room,online_flagship,returning_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0731,byte_full_funnel_sale_u_0731,2026-06-15T14:15:00,byte_full_funnel_sale,直播组合包,mall,regional_store,returning_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0732,byte_full_funnel_sale_u_0732,2026-06-16T15:16:00,byte_full_funnel_sale,单件直降,short_video,online_flagship,new_customer,completed,8900,1800,500,0,4300
byte_full_funnel_sale_o_0740,byte_full_funnel_sale_u_0740,2026-06-17T12:24:00,byte_full_funnel_sale,单件直降,live_room,regional_store,new_customer,completed,8900,1800,500,0,4300
byte_full_funnel_sale_o_0741,byte_full_funnel_sale_u_0741,2026-06-18T13:25:00,byte_full_funnel_sale,直播组合包,live_room,regional_store,returning_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0763,byte_full_funnel_sale_u_0763,2026-06-12T13:47:00,byte_full_funnel_sale,直播组合包,short_video,regional_store,new_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0781,byte_full_funnel_sale_u_0781,2026-06-16T09:05:00,byte_full_funnel_sale,直播组合包,short_video,online_flagship,new_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0783,byte_full_funnel_sale_u_0783,2026-06-18T11:07:00,byte_full_funnel_sale,直播组合包,live_room,online_flagship,returning_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0794,byte_full_funnel_sale_u_0794,2026-06-15T11:18:00,byte_full_funnel_sale,单件直降,live_room,online_flagship,new_customer,completed,8900,1800,500,0,4300
byte_full_funnel_sale_o_0799,byte_full_funnel_sale_u_0799,2026-06-13T16:23:00,byte_full_funnel_sale,直播组合包,short_video,regional_store,new_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0810,byte_full_funnel_sale_u_0810,2026-06-17T16:34:00,byte_full_funnel_sale,单件直降,short_video,regional_store,new_customer,completed,8900,1800,500,0,4300
byte_full_funnel_sale_o_0832,byte_full_funnel_sale_u_0832,2026-06-18T16:56:00,byte_full_funnel_sale,单件直降,mall,online_flagship,returning_customer,completed,8900,1800,500,0,4300
byte_full_funnel_sale_o_0833,byte_full_funnel_sale_u_0833,2026-06-12T17:57:00,byte_full_funnel_sale,直播组合包,mall,online_flagship,returning_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0858,byte_full_funnel_sale_u_0858,2026-06-16T09:22:00,byte_full_funnel_sale,单件直降,short_video,regional_store,new_customer,completed,8900,1800,500,0,4300
byte_full_funnel_sale_o_0860,byte_full_funnel_sale_u_0860,2026-06-18T11:24:00,byte_full_funnel_sale,单件直降,live_room,regional_store,new_customer,completed,8900,1800,500,0,4300
byte_full_funnel_sale_o_0863,byte_full_funnel_sale_u_0863,2026-06-14T14:27:00,byte_full_funnel_sale,直播组合包,mall,regional_store,returning_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0864,byte_full_funnel_sale_u_0864,2026-06-15T15:28:00,byte_full_funnel_sale,单件直降,short_video,online_flagship,new_customer,completed,8900,1800,500,0,4300
byte_full_funnel_sale_o_0873,byte_full_funnel_sale_u_0873,2026-06-17T13:37:00,byte_full_funnel_sale,直播组合包,live_room,regional_store,returning_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0875,byte_full_funnel_sale_u_0875,2026-06-12T15:39:00,byte_full_funnel_sale,直播组合包,mall,regional_store,returning_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0879,byte_full_funnel_sale_u_0879,2026-06-16T19:43:00,byte_full_funnel_sale,直播组合包,live_room,online_flagship,returning_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0889,byte_full_funnel_sale_u_0889,2026-06-12T18:53:00,byte_full_funnel_sale,直播组合包,short_video,online_flagship,new_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0913,byte_full_funnel_sale_u_0913,2026-06-15T09:17:00,byte_full_funnel_sale,直播组合包,short_video,online_flagship,new_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0919,byte_full_funnel_sale_u_0919,2026-06-14T15:23:00,byte_full_funnel_sale,直播组合包,short_video,regional_store,new_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0932,byte_full_funnel_sale_u_0932,2026-06-13T17:36:00,byte_full_funnel_sale,单件直降,live_room,regional_store,new_customer,completed,8900,1800,500,0,4300
byte_full_funnel_sale_o_0941,byte_full_funnel_sale_u_0941,2026-06-15T15:45:00,byte_full_funnel_sale,直播组合包,mall,online_flagship,returning_customer,completed,11900,1200,700,0,5500
byte_full_funnel_sale_o_0952,byte_full_funnel_sale_u_0952,2026-06-12T15:56:00,byte_full_funnel_sale,单件直降,mall,online_flagship,returning_customer,completed,8900,1800,500,0,4300
tencent_game_return_ops_base_o_0000,tencent_game_return_ops_base_u_0000,2026-07-09T09:00:00,,登录礼包,game_client,server_east,returning_30d,completed,4900,0,0,500,1350
tencent_game_return_ops_base_o_0001,tencent_game_return_ops_base_u_0001,2026-07-10T10:01:00,,阶段任务,wechat_game,server_south,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0002,tencent_game_return_ops_base_u_0002,2026-07-11T11:02:00,,登录礼包,wegame,server_west,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0003,tencent_game_return_ops_base_u_0003,2026-07-12T12:03:00,,阶段任务,game_client,server_east,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0004,tencent_game_return_ops_base_u_0004,2026-07-13T13:04:00,,登录礼包,wechat_game,server_south,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0005,tencent_game_return_ops_base_u_0005,2026-07-14T14:05:00,,阶段任务,wegame,server_west,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0006,tencent_game_return_ops_base_u_0006,2026-07-15T15:06:00,,登录礼包,game_client,server_east,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0007,tencent_game_return_ops_base_u_0007,2026-07-09T16:07:00,,阶段任务,wechat_game,server_south,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0008,tencent_game_return_ops_base_u_0008,2026-07-10T17:08:00,,登录礼包,wegame,server_west,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0009,tencent_game_return_ops_base_u_0009,2026-07-11T18:09:00,,阶段任务,game_client,server_east,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0010,tencent_game_return_ops_base_u_0010,2026-07-12T19:10:00,,登录礼包,wechat_game,server_south,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0011,tencent_game_return_ops_base_u_0011,2026-07-13T09:11:00,,阶段任务,wegame,server_west,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0012,tencent_game_return_ops_base_u_0012,2026-07-14T10:12:00,,登录礼包,game_client,server_east,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0013,tencent_game_return_ops_base_u_0013,2026-07-15T11:13:00,,阶段任务,wechat_game,server_south,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0014,tencent_game_return_ops_base_u_0014,2026-07-09T12:14:00,,登录礼包,wegame,server_west,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0015,tencent_game_return_ops_base_u_0015,2026-07-10T13:15:00,,阶段任务,game_client,server_east,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0016,tencent_game_return_ops_base_u_0016,2026-07-11T14:16:00,,登录礼包,wechat_game,server_south,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0017,tencent_game_return_ops_base_u_0017,2026-07-12T15:17:00,,阶段任务,wegame,server_west,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0018,tencent_game_return_ops_base_u_0018,2026-07-13T16:18:00,,登录礼包,game_client,server_east,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0019,tencent_game_return_ops_base_u_0019,2026-07-14T17:19:00,,阶段任务,wechat_game,server_south,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0020,tencent_game_return_ops_base_u_0020,2026-07-15T18:20:00,,登录礼包,wegame,server_west,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0021,tencent_game_return_ops_base_u_0021,2026-07-09T19:21:00,,阶段任务,game_client,server_east,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0022,tencent_game_return_ops_base_u_0022,2026-07-10T09:22:00,,登录礼包,wechat_game,server_south,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0023,tencent_game_return_ops_base_u_0023,2026-07-11T10:23:00,,阶段任务,wegame,server_west,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0024,tencent_game_return_ops_base_u_0024,2026-07-12T11:24:00,,登录礼包,game_client,server_east,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0025,tencent_game_return_ops_base_u_0025,2026-07-13T12:25:00,,阶段任务,wechat_game,server_south,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0026,tencent_game_return_ops_base_u_0026,2026-07-14T13:26:00,,登录礼包,wegame,server_west,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0027,tencent_game_return_ops_base_u_0027,2026-07-15T14:27:00,,阶段任务,game_client,server_east,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0028,tencent_game_return_ops_base_u_0028,2026-07-09T15:28:00,,登录礼包,wechat_game,server_south,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0029,tencent_game_return_ops_base_u_0029,2026-07-10T16:29:00,,阶段任务,wegame,server_west,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0030,tencent_game_return_ops_base_u_0030,2026-07-11T17:30:00,,登录礼包,game_client,server_east,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0031,tencent_game_return_ops_base_u_0031,2026-07-12T18:31:00,,阶段任务,wechat_game,server_south,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0032,tencent_game_return_ops_base_u_0032,2026-07-13T19:32:00,,登录礼包,wegame,server_west,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0033,tencent_game_return_ops_base_u_0033,2026-07-14T09:33:00,,阶段任务,game_client,server_east,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0034,tencent_game_return_ops_base_u_0034,2026-07-15T10:34:00,,登录礼包,wechat_game,server_south,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0035,tencent_game_return_ops_base_u_0035,2026-07-09T11:35:00,,阶段任务,wegame,server_west,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0036,tencent_game_return_ops_base_u_0036,2026-07-10T12:36:00,,登录礼包,game_client,server_east,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0037,tencent_game_return_ops_base_u_0037,2026-07-11T13:37:00,,阶段任务,wechat_game,server_south,returning_60d,completed,4900,0,0,500,1350
tencent_game_return_ops_base_o_0038,tencent_game_return_ops_base_u_0038,2026-07-12T14:38:00,,登录礼包,wegame,server_west,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0039,tencent_game_return_ops_base_u_0039,2026-07-13T15:39:00,,阶段任务,game_client,server_east,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0040,tencent_game_return_ops_base_u_0040,2026-07-14T16:40:00,,登录礼包,wechat_game,server_south,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0041,tencent_game_return_ops_base_u_0041,2026-07-15T17:41:00,,阶段任务,wegame,server_west,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0042,tencent_game_return_ops_base_u_0042,2026-07-09T18:42:00,,登录礼包,game_client,server_east,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0043,tencent_game_return_ops_base_u_0043,2026-07-10T19:43:00,,阶段任务,wechat_game,server_south,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0044,tencent_game_return_ops_base_u_0044,2026-07-11T09:44:00,,登录礼包,wegame,server_west,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0045,tencent_game_return_ops_base_u_0045,2026-07-12T10:45:00,,阶段任务,game_client,server_east,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0046,tencent_game_return_ops_base_u_0046,2026-07-13T11:46:00,,登录礼包,wechat_game,server_south,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0047,tencent_game_return_ops_base_u_0047,2026-07-14T12:47:00,,阶段任务,wegame,server_west,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0048,tencent_game_return_ops_base_u_0048,2026-07-15T13:48:00,,登录礼包,game_client,server_east,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0049,tencent_game_return_ops_base_u_0049,2026-07-09T14:49:00,,阶段任务,wechat_game,server_south,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0050,tencent_game_return_ops_base_u_0050,2026-07-10T15:50:00,,登录礼包,wegame,server_west,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0051,tencent_game_return_ops_base_u_0051,2026-07-11T16:51:00,,阶段任务,game_client,server_east,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0052,tencent_game_return_ops_base_u_0052,2026-07-12T17:52:00,,登录礼包,wechat_game,server_south,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0053,tencent_game_return_ops_base_u_0053,2026-07-13T18:53:00,,阶段任务,wegame,server_west,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0054,tencent_game_return_ops_base_u_0054,2026-07-14T19:54:00,,登录礼包,game_client,server_east,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0055,tencent_game_return_ops_base_u_0055,2026-07-15T09:55:00,,阶段任务,wechat_game,server_south,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0056,tencent_game_return_ops_base_u_0056,2026-07-09T10:56:00,,登录礼包,wegame,server_west,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0057,tencent_game_return_ops_base_u_0057,2026-07-10T11:57:00,,阶段任务,game_client,server_east,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0058,tencent_game_return_ops_base_u_0058,2026-07-11T12:58:00,,登录礼包,wechat_game,server_south,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0059,tencent_game_return_ops_base_u_0059,2026-07-12T13:59:00,,阶段任务,wegame,server_west,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0060,tencent_game_return_ops_base_u_0060,2026-07-13T14:00:00,,登录礼包,game_client,server_east,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0061,tencent_game_return_ops_base_u_0061,2026-07-14T15:01:00,,阶段任务,wechat_game,server_south,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0062,tencent_game_return_ops_base_u_0062,2026-07-15T16:02:00,,登录礼包,wegame,server_west,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0063,tencent_game_return_ops_base_u_0063,2026-07-09T17:03:00,,阶段任务,game_client,server_east,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0064,tencent_game_return_ops_base_u_0064,2026-07-10T18:04:00,,登录礼包,wechat_game,server_south,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0065,tencent_game_return_ops_base_u_0065,2026-07-11T19:05:00,,阶段任务,wegame,server_west,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0066,tencent_game_return_ops_base_u_0066,2026-07-12T09:06:00,,登录礼包,game_client,server_east,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0067,tencent_game_return_ops_base_u_0067,2026-07-13T10:07:00,,阶段任务,wechat_game,server_south,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0068,tencent_game_return_ops_base_u_0068,2026-07-14T11:08:00,,登录礼包,wegame,server_west,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0069,tencent_game_return_ops_base_u_0069,2026-07-15T12:09:00,,阶段任务,game_client,server_east,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0070,tencent_game_return_ops_base_u_0070,2026-07-09T13:10:00,,登录礼包,wechat_game,server_south,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0071,tencent_game_return_ops_base_u_0071,2026-07-10T14:11:00,,阶段任务,wegame,server_west,returning_60d,completed,4900,0,0,0,1350
tencent_game_return_ops_base_o_0072,tencent_game_return_ops_base_u_0072,2026-07-11T15:12:00,,登录礼包,game_client,server_east,returning_30d,completed,4900,0,0,0,1350
tencent_game_return_ops_o_0011,tencent_game_return_ops_u_0011,2026-07-20T09:15:00,tencent_game_return_ops,阶段任务,wegame,server_south,returning_60d,completed,5600,450,0,0,1550
tencent_game_return_ops_o_0028,tencent_game_return_ops_u_0028,2026-07-16T15:32:00,tencent_game_return_ops,登录礼包,wegame,server_south,returning_60d,completed,4800,300,0,0,1300
tencent_game_return_ops_o_0040,tencent_game_return_ops_u_0040,2026-07-21T16:44:00,tencent_game_return_ops,登录礼包,wegame,server_east,returning_60d,completed,4800,300,0,0,1300
tencent_game_return_ops_o_0041,tencent_game_return_ops_u_0041,2026-07-22T17:45:00,tencent_game_return_ops,阶段任务,wegame,server_east,returning_60d,completed,5600,450,0,0,1550
tencent_game_return_ops_o_0055,tencent_game_return_ops_u_0055,2026-07-22T09:59:00,tencent_game_return_ops,阶段任务,game_client,server_east,returning_30d,completed,5600,450,0,0,1550
tencent_game_return_ops_o_0093,tencent_game_return_ops_u_0093,2026-07-18T14:37:00,tencent_game_return_ops,阶段任务,wechat_game,server_east,returning_60d,completed,5600,450,0,0,1550
tencent_game_return_ops_o_0112,tencent_game_return_ops_u_0112,2026-07-16T11:56:00,tencent_game_return_ops,登录礼包,wegame,server_east,returning_60d,completed,4800,300,0,0,1300
tencent_game_return_ops_o_0113,tencent_game_return_ops_u_0113,2026-07-17T12:57:00,tencent_game_return_ops,阶段任务,wegame,server_east,returning_60d,completed,5600,450,0,0,1550
tencent_game_return_ops_o_0129,tencent_game_return_ops_u_0129,2026-07-19T17:13:00,tencent_game_return_ops,阶段任务,wechat_game,server_east,returning_60d,completed,5600,450,0,0,1550
tencent_game_return_ops_o_0133,tencent_game_return_ops_u_0133,2026-07-16T10:17:00,tencent_game_return_ops,阶段任务,game_client,server_south,returning_30d,completed,5600,450,0,0,1550
tencent_game_return_ops_o_0135,tencent_game_return_ops_u_0135,2026-07-18T12:19:00,tencent_game_return_ops,阶段任务,wechat_game,server_south,returning_60d,completed,5600,450,0,0,1550
tencent_game_return_ops_o_0157,tencent_game_return_ops_u_0157,2026-07-19T12:41:00,tencent_game_return_ops,阶段任务,game_client,server_west,returning_30d,completed,5600,450,0,0,1550
tencent_game_return_ops_o_0178,tencent_game_return_ops_u_0178,2026-07-19T12:02:00,tencent_game_return_ops,登录礼包,wegame,server_west,returning_60d,completed,4800,300,0,0,1300
tencent_game_return_ops_o_0206,tencent_game_return_ops_u_0206,2026-07-19T17:30:00,tencent_game_return_ops,登录礼包,wechat_game,server_south,returning_30d,completed,4800,300,0,0,1300
tencent_game_return_ops_o_0209,tencent_game_return_ops_u_0209,2026-07-22T09:33:00,tencent_game_return_ops,阶段任务,wegame,server_south,returning_60d,completed,5600,450,0,0,1550
tencent_game_return_ops_o_0228,tencent_game_return_ops_u_0228,2026-07-20T17:52:00,tencent_game_return_ops,登录礼包,game_client,server_west,returning_30d,completed,4800,300,0,0,1300
tencent_game_return_ops_o_0253,tencent_game_return_ops_u_0253,2026-07-17T09:17:00,tencent_game_return_ops,阶段任务,game_client,server_east,returning_30d,completed,5600,450,0,0,1550
tencent_game_return_ops_o_0331,tencent_game_return_ops_u_0331,2026-07-18T10:35:00,tencent_game_return_ops,阶段任务,game_client,server_south,returning_30d,completed,5600,450,0,0,1550
tencent_game_return_ops_o_0343,tencent_game_return_ops_u_0343,2026-07-16T11:47:00,tencent_game_return_ops,阶段任务,game_client,server_east,returning_30d,completed,5600,450,0,0,1550
tencent_game_return_ops_o_0345,tencent_game_return_ops_u_0345,2026-07-18T13:49:00,tencent_game_return_ops,阶段任务,wechat_game,server_east,returning_60d,completed,5600,450,0,0,1550
tencent_game_return_ops_o_0348,tencent_game_return_ops_u_0348,2026-07-21T16:52:00,tencent_game_return_ops,登录礼包,game_client,server_south,returning_30d,completed,4800,300,0,0,1300
tencent_game_return_ops_o_0376,tencent_game_return_ops_u_0376,2026-07-21T11:20:00,tencent_game_return_ops,登录礼包,wegame,server_west,returning_60d,completed,4800,300,0,0,1300
tencent_game_return_ops_o_0385,tencent_game_return_ops_u_0385,2026-07-16T09:29:00,tencent_game_return_ops,阶段任务,game_client,server_south,returning_30d,completed,5600,450,0,0,1550
tencent_game_return_ops_o_0407,tencent_game_return_ops_u_0407,2026-07-17T09:51:00,tencent_game_return_ops,阶段任务,wegame,server_south,returning_60d,completed,5600,450,0,0,1550
tencent_game_return_ops_o_0452,tencent_game_return_ops_u_0452,2026-07-20T10:36:00,tencent_game_return_ops,登录礼包,wechat_game,server_east,returning_30d,completed,4800,300,0,0,1300
tencent_game_return_ops_o_0473,tencent_game_return_ops_u_0473,2026-07-20T09:57:00,tencent_game_return_ops,阶段任务,wegame,server_east,returning_60d,completed,5600,450,0,0,1550
tencent_game_return_ops_o_0493,tencent_game_return_ops_u_0493,2026-07-19T18:17:00,tencent_game_return_ops,阶段任务,game_client,server_south,returning_30d,completed,5600,450,0,0,1550
tencent_game_return_ops_o_0525,tencent_game_return_ops_u_0525,2026-07-16T17:49:00,tencent_game_return_ops,阶段任务,wechat_game,server_east,returning_60d,completed,5600,450,0,0,1550
tencent_game_return_ops_o_0557,tencent_game_return_ops_u_0557,2026-07-20T16:21:00,tencent_game_return_ops,阶段任务,wegame,server_west,returning_60d,completed,5600,450,0,0,1550
tencent_game_return_ops_o_0563,tencent_game_return_ops_u_0563,2026-07-19T11:27:00,tencent_game_return_ops,阶段任务,wegame,server_east,returning_60d,completed,5600,450,0,0,1550
tencent_game_return_ops_o_0576,tencent_game_return_ops_u_0576,2026-07-18T13:40:00,tencent_game_return_ops,登录礼包,game_client,server_east,returning_30d,completed,4800,300,0,0,1300
