panel_unit,campaign_id,period,metric,treated,post,outcome,interference_reviewed
tencent_game_return_ops_c_06,tencent_game_return_ops,2026-07-02,completed_orders,0,0,101,1
tencent_game_return_ops_c_06,tencent_game_return_ops,2026-07-09,completed_orders,0,0,105,1
tencent_game_return_ops_c_06,tencent_game_return_ops,2026-07-16,completed_orders,0,1,109,1
tencent_game_return_ops_c_07,tencent_game_return_ops,2026-06-25,completed_orders,0,0,100,1
tencent_game_return_ops_c_07,tencent_game_return_ops,2026-07-02,completed_orders,0,0,104,1
tencent_game_return_ops_c_07,tencent_game_return_ops,2026-07-09,completed_orders,0,0,108,1
tencent_game_return_ops_c_07,tencent_game_return_ops,2026-07-16,completed_orders,0,1,112,1
tencent_game_return_ops_c_08,tencent_game_return_ops,2026-06-25,completed_orders,0,0,103,1
tencent_game_return_ops_c_08,tencent_game_return_ops,2026-07-02,completed_orders,0,0,107,1
tencent_game_return_ops_c_08,tencent_game_return_ops,2026-07-09,completed_orders,0,0,111,1
tencent_game_return_ops_c_08,tencent_game_return_ops,2026-07-16,completed_orders,0,1,115,1
tencent_game_return_ops_t_01,tencent_game_return_ops,2026-06-25,completed_orders,1,0,88,1
tencent_game_return_ops_t_01,tencent_game_return_ops,2026-07-02,completed_orders,1,0,92,1
tencent_game_return_ops_t_01,tencent_game_return_ops,2026-07-09,completed_orders,1,0,96,1
tencent_game_return_ops_t_01,tencent_game_return_ops,2026-07-16,completed_orders,1,1,110,1
tencent_game_return_ops_t_02,tencent_game_return_ops,2026-06-25,completed_orders,1,0,91,1
tencent_game_return_ops_t_02,tencent_game_return_ops,2026-07-02,completed_orders,1,0,95,1
tencent_game_return_ops_t_02,tencent_game_return_ops,2026-07-09,completed_orders,1,0,99,1
tencent_game_return_ops_t_02,tencent_game_return_ops,2026-07-16,completed_orders,1,1,114,1
tencent_game_return_ops_t_03,tencent_game_return_ops,2026-06-25,completed_orders,1,0,94,1
tencent_game_return_ops_t_03,tencent_game_return_ops,2026-07-02,completed_orders,1,0,98,1
tencent_game_return_ops_t_03,tencent_game_return_ops,2026-07-09,completed_orders,1,0,102,1
tencent_game_return_ops_t_03,tencent_game_return_ops,2026-07-16,completed_orders,1,1,118,1
tencent_game_return_ops_t_04,tencent_game_return_ops,2026-06-25,completed_orders,1,0,97,1
tencent_game_return_ops_t_04,tencent_game_return_ops,2026-07-02,completed_orders,1,0,101,1
tencent_game_return_ops_t_04,tencent_game_return_ops,2026-07-09,completed_orders,1,0,105,1
tencent_game_return_ops_t_04,tencent_game_return_ops,2026-07-16,completed_orders,1,1,122,1
tencent_game_return_ops_t_05,tencent_game_return_ops,2026-06-25,completed_orders,1,0,100,1
tencent_game_return_ops_t_05,tencent_game_return_ops,2026-07-02,completed_orders,1,0,104,1
tencent_game_return_ops_t_05,tencent_game_return_ops,2026-07-09,completed_orders,1,0,108,1
tencent_game_return_ops_t_05,tencent_game_return_ops,2026-07-16,completed_orders,1,1,122,1
tencent_game_return_ops_t_06,tencent_game_return_ops,2026-06-25,completed_orders,1,0,103,1
tencent_game_return_ops_t_06,tencent_game_return_ops,2026-07-02,completed_orders,1,0,107,1
tencent_game_return_ops_t_06,tencent_game_return_ops,2026-07-09,completed_orders,1,0,111,1
tencent_game_return_ops_t_06,tencent_game_return_ops,2026-07-16,completed_orders,1,1,126,1
tencent_game_return_ops_t_07,tencent_game_return_ops,2026-06-25,completed_orders,1,0,106,1
tencent_game_return_ops_t_07,tencent_game_return_ops,2026-07-02,completed_orders,1,0,110,1
tencent_game_return_ops_t_07,tencent_game_return_ops,2026-07-09,completed_orders,1,0,114,1
tencent_game_return_ops_t_07,tencent_game_return_ops,2026-07-16,completed_orders,1,1,130,1
tencent_game_return_ops_t_08,tencent_game_return_ops,2026-06-25,completed_orders,1,0,109,1
tencent_game_return_ops_t_08,tencent_game_return_ops,2026-07-02,completed_orders,1,0,113,1
tencent_game_return_ops_t_08,tencent_game_return_ops,2026-07-09,completed_orders,1,0,117,1
tencent_game_return_ops_t_08,tencent_game_return_ops,2026-07-16,completed_orders,1,1,134,1
tencent_game_return_ops_c_01,tencent_game_return_ops,2026-06-25,buyer_users,0,0,74,1
tencent_game_return_ops_c_01,tencent_game_return_ops,2026-07-02,buyer_users,0,0,77,1
tencent_game_return_ops_c_01,tencent_game_return_ops,2026-07-09,buyer_users,0,0,80,1
tencent_game_return_ops_c_01,tencent_game_return_ops,2026-07-16,buyer_users,0,1,83,1
tencent_game_return_ops_c_02,tencent_game_return_ops,2026-06-25,buyer_users,0,0,77,1
tencent_game_return_ops_c_02,tencent_game_return_ops,2026-07-02,buyer_users,0,0,80,1
tencent_game_return_ops_c_02,tencent_game_return_ops,2026-07-09,buyer_users,0,0,83,1
tencent_game_return_ops_c_02,tencent_game_return_ops,2026-07-16,buyer_users,0,1,86,1
tencent_game_return_ops_c_03,tencent_game_return_ops,2026-06-25,buyer_users,0,0,80,1
tencent_game_return_ops_c_03,tencent_game_return_ops,2026-07-02,buyer_users,0,0,83,1
tencent_game_return_ops_c_03,tencent_game_return_ops,2026-07-09,buyer_users,0,0,86,1
tencent_game_return_ops_c_03,tencent_game_return_ops,2026-07-16,buyer_users,0,1,89,1
tencent_game_return_ops_c_04,tencent_game_return_ops,2026-06-25,buyer_users,0,0,83,1
tencent_game_return_ops_c_04,tencent_game_return_ops,2026-07-02,buyer_users,0,0,86,1
tencent_game_return_ops_c_04,tencent_game_return_ops,2026-07-09,buyer_users,0,0,89,1
tencent_game_return_ops_c_04,tencent_game_return_ops,2026-07-16,buyer_users,0,1,92,1
tencent_game_return_ops_c_05,tencent_game_return_ops,2026-06-25,buyer_users,0,0,86,1
tencent_game_return_ops_c_05,tencent_game_return_ops,2026-07-02,buyer_users,0,0,89,1
tencent_game_return_ops_c_05,tencent_game_return_ops,2026-07-09,buyer_users,0,0,92,1
tencent_game_return_ops_c_05,tencent_game_return_ops,2026-07-16,buyer_users,0,1,95,1
tencent_game_return_ops_c_06,tencent_game_return_ops,2026-06-25,buyer_users,0,0,89,1
tencent_game_return_ops_c_06,tencent_game_return_ops,2026-07-02,buyer_users,0,0,92,1
tencent_game_return_ops_c_06,tencent_game_return_ops,2026-07-09,buyer_users,0,0,95,1
tencent_game_return_ops_c_06,tencent_game_return_ops,2026-07-16,buyer_users,0,1,98,1
tencent_game_return_ops_c_07,tencent_game_return_ops,2026-06-25,buyer_users,0,0,92,1
tencent_game_return_ops_c_07,tencent_game_return_ops,2026-07-02,buyer_users,0,0,95,1
tencent_game_return_ops_c_07,tencent_game_return_ops,2026-07-09,buyer_users,0,0,98,1
tencent_game_return_ops_c_07,tencent_game_return_ops,2026-07-16,buyer_users,0,1,101,1
tencent_game_return_ops_c_08,tencent_game_return_ops,2026-06-25,buyer_users,0,0,95,1
tencent_game_return_ops_c_08,tencent_game_return_ops,2026-07-02,buyer_users,0,0,98,1
tencent_game_return_ops_c_08,tencent_game_return_ops,2026-07-09,buyer_users,0,0,101,1
tencent_game_return_ops_c_08,tencent_game_return_ops,2026-07-16,buyer_users,0,1,104,1
tencent_game_return_ops_t_01,tencent_game_return_ops,2026-06-25,buyer_users,1,0,79,1
tencent_game_return_ops_t_01,tencent_game_return_ops,2026-07-02,buyer_users,1,0,82,1
tencent_game_return_ops_t_01,tencent_game_return_ops,2026-07-09,buyer_users,1,0,85,1
tencent_game_return_ops_t_01,tencent_game_return_ops,2026-07-16,buyer_users,1,1,97,1
tencent_game_return_ops_t_02,tencent_game_return_ops,2026-06-25,buyer_users,1,0,82,1
tencent_game_return_ops_t_02,tencent_game_return_ops,2026-07-02,buyer_users,1,0,85,1
tencent_game_return_ops_t_02,tencent_game_return_ops,2026-07-09,buyer_users,1,0,88,1
tencent_game_return_ops_t_02,tencent_game_return_ops,2026-07-16,buyer_users,1,1,101,1
tencent_game_return_ops_t_03,tencent_game_return_ops,2026-06-25,buyer_users,1,0,85,1
tencent_game_return_ops_t_03,tencent_game_return_ops,2026-07-02,buyer_users,1,0,88,1
tencent_game_return_ops_t_03,tencent_game_return_ops,2026-07-09,buyer_users,1,0,91,1
tencent_game_return_ops_t_03,tencent_game_return_ops,2026-07-16,buyer_users,1,1,105,1
tencent_game_return_ops_t_04,tencent_game_return_ops,2026-06-25,buyer_users,1,0,88,1
tencent_game_return_ops_t_04,tencent_game_return_ops,2026-07-02,buyer_users,1,0,91,1
tencent_game_return_ops_t_04,tencent_game_return_ops,2026-07-09,buyer_users,1,0,94,1
tencent_game_return_ops_t_04,tencent_game_return_ops,2026-07-16,buyer_users,1,1,109,1
tencent_game_return_ops_t_05,tencent_game_return_ops,2026-06-25,buyer_users,1,0,91,1
tencent_game_return_ops_t_05,tencent_game_return_ops,2026-07-02,buyer_users,1,0,94,1
tencent_game_return_ops_t_05,tencent_game_return_ops,2026-07-09,buyer_users,1,0,97,1
tencent_game_return_ops_t_05,tencent_game_return_ops,2026-07-16,buyer_users,1,1,109,1
tencent_game_return_ops_t_06,tencent_game_return_ops,2026-06-25,buyer_users,1,0,94,1
tencent_game_return_ops_t_06,tencent_game_return_ops,2026-07-02,buyer_users,1,0,97,1
tencent_game_return_ops_t_06,tencent_game_return_ops,2026-07-09,buyer_users,1,0,100,1
tencent_game_return_ops_t_06,tencent_game_return_ops,2026-07-16,buyer_users,1,1,113,1
tencent_game_return_ops_t_07,tencent_game_return_ops,2026-06-25,buyer_users,1,0,97,1
tencent_game_return_ops_t_07,tencent_game_return_ops,2026-07-02,buyer_users,1,0,100,1
tencent_game_return_ops_t_07,tencent_game_return_ops,2026-07-09,buyer_users,1,0,103,1
tencent_game_return_ops_t_07,tencent_game_return_ops,2026-07-16,buyer_users,1,1,117,1
tencent_game_return_ops_t_08,tencent_game_return_ops,2026-06-25,buyer_users,1,0,100,1
tencent_game_return_ops_t_08,tencent_game_return_ops,2026-07-02,buyer_users,1,0,103,1
tencent_game_return_ops_t_08,tencent_game_return_ops,2026-07-09,buyer_users,1,0,106,1
tencent_game_return_ops_t_08,tencent_game_return_ops,2026-07-16,buyer_users,1,1,121,1
tencent_game_return_ops_c_01,tencent_game_return_ops,2026-06-25,net_revenue_cents,0,0,520000,1
tencent_game_return_ops_c_01,tencent_game_return_ops,2026-07-02,net_revenue_cents,0,0,535000,1
tencent_game_return_ops_c_01,tencent_game_return_ops,2026-07-09,net_revenue_cents,0,0,550000,1
tencent_game_return_ops_c_01,tencent_game_return_ops,2026-07-16,net_revenue_cents,0,1,565000,1
tencent_game_return_ops_c_02,tencent_game_return_ops,2026-06-25,net_revenue_cents,0,0,540000,1
tencent_game_return_ops_c_02,tencent_game_return_ops,2026-07-02,net_revenue_cents,0,0,555000,1
tencent_game_return_ops_c_02,tencent_game_return_ops,2026-07-09,net_revenue_cents,0,0,570000,1
tencent_game_return_ops_c_02,tencent_game_return_ops,2026-07-16,net_revenue_cents,0,1,585000,1
tencent_game_return_ops_c_03,tencent_game_return_ops,2026-06-25,net_revenue_cents,0,0,560000,1
tencent_game_return_ops_c_03,tencent_game_return_ops,2026-07-02,net_revenue_cents,0,0,575000,1
tencent_game_return_ops_c_03,tencent_game_return_ops,2026-07-09,net_revenue_cents,0,0,590000,1
tencent_game_return_ops_c_03,tencent_game_return_ops,2026-07-16,net_revenue_cents,0,1,605000,1
tencent_game_return_ops_c_04,tencent_game_return_ops,2026-06-25,net_revenue_cents,0,0,580000,1
tencent_game_return_ops_c_04,tencent_game_return_ops,2026-07-02,net_revenue_cents,0,0,595000,1
tencent_game_return_ops_c_04,tencent_game_return_ops,2026-07-09,net_revenue_cents,0,0,610000,1
tencent_game_return_ops_c_04,tencent_game_return_ops,2026-07-16,net_revenue_cents,0,1,625000,1
tencent_game_return_ops_c_05,tencent_game_return_ops,2026-06-25,net_revenue_cents,0,0,600000,1
tencent_game_return_ops_c_05,tencent_game_return_ops,2026-07-02,net_revenue_cents,0,0,615000,1
tencent_game_return_ops_c_05,tencent_game_return_ops,2026-07-09,net_revenue_cents,0,0,630000,1
tencent_game_return_ops_c_05,tencent_game_return_ops,2026-07-16,net_revenue_cents,0,1,645000,1
tencent_game_return_ops_c_06,tencent_game_return_ops,2026-06-25,net_revenue_cents,0,0,620000,1
tencent_game_return_ops_c_06,tencent_game_return_ops,2026-07-02,net_revenue_cents,0,0,635000,1
tencent_game_return_ops_c_06,tencent_game_return_ops,2026-07-09,net_revenue_cents,0,0,650000,1
tencent_game_return_ops_c_06,tencent_game_return_ops,2026-07-16,net_revenue_cents,0,1,665000,1
tencent_game_return_ops_c_07,tencent_game_return_ops,2026-06-25,net_revenue_cents,0,0,640000,1
tencent_game_return_ops_c_07,tencent_game_return_ops,2026-07-02,net_revenue_cents,0,0,655000,1
tencent_game_return_ops_c_07,tencent_game_return_ops,2026-07-09,net_revenue_cents,0,0,670000,1
tencent_game_return_ops_c_07,tencent_game_return_ops,2026-07-16,net_revenue_cents,0,1,685000,1
tencent_game_return_ops_c_08,tencent_game_return_ops,2026-06-25,net_revenue_cents,0,0,660000,1
tencent_game_return_ops_c_08,tencent_game_return_ops,2026-07-02,net_revenue_cents,0,0,675000,1
tencent_game_return_ops_c_08,tencent_game_return_ops,2026-07-09,net_revenue_cents,0,0,690000,1
tencent_game_return_ops_c_08,tencent_game_return_ops,2026-07-16,net_revenue_cents,0,1,705000,1
tencent_game_return_ops_t_01,tencent_game_return_ops,2026-06-25,net_revenue_cents,1,0,550000,1
tencent_game_return_ops_t_01,tencent_game_return_ops,2026-07-02,net_revenue_cents,1,0,565000,1
tencent_game_return_ops_t_01,tencent_game_return_ops,2026-07-09,net_revenue_cents,1,0,580000,1
tencent_game_return_ops_t_01,tencent_game_return_ops,2026-07-16,net_revenue_cents,1,1,680000,1
tencent_game_return_ops_t_02,tencent_game_return_ops,2026-06-25,net_revenue_cents,1,0,570000,1
tencent_game_return_ops_t_02,tencent_game_return_ops,2026-07-02,net_revenue_cents,1,0,585000,1
tencent_game_return_ops_t_02,tencent_game_return_ops,2026-07-09,net_revenue_cents,1,0,600000,1
tencent_game_return_ops_t_02,tencent_game_return_ops,2026-07-16,net_revenue_cents,1,1,705000,1
tencent_game_return_ops_t_03,tencent_game_return_ops,2026-06-25,net_revenue_cents,1,0,590000,1
tencent_game_return_ops_t_03,tencent_game_return_ops,2026-07-02,net_revenue_cents,1,0,605000,1
tencent_game_return_ops_t_03,tencent_game_return_ops,2026-07-09,net_revenue_cents,1,0,620000,1
tencent_game_return_ops_t_03,tencent_game_return_ops,2026-07-16,net_revenue_cents,1,1,730000,1
tencent_game_return_ops_t_04,tencent_game_return_ops,2026-06-25,net_revenue_cents,1,0,610000,1
tencent_game_return_ops_t_04,tencent_game_return_ops,2026-07-02,net_revenue_cents,1,0,625000,1
tencent_game_return_ops_t_04,tencent_game_return_ops,2026-07-09,net_revenue_cents,1,0,640000,1
tencent_game_return_ops_t_04,tencent_game_return_ops,2026-07-16,net_revenue_cents,1,1,755000,1
tencent_game_return_ops_t_05,tencent_game_return_ops,2026-06-25,net_revenue_cents,1,0,630000,1
tencent_game_return_ops_t_05,tencent_game_return_ops,2026-07-02,net_revenue_cents,1,0,645000,1
tencent_game_return_ops_t_05,tencent_game_return_ops,2026-07-09,net_revenue_cents,1,0,660000,1
tencent_game_return_ops_t_05,tencent_game_return_ops,2026-07-16,net_revenue_cents,1,1,760000,1
tencent_game_return_ops_t_06,tencent_game_return_ops,2026-06-25,net_revenue_cents,1,0,650000,1
tencent_game_return_ops_t_06,tencent_game_return_ops,2026-07-02,net_revenue_cents,1,0,665000,1
tencent_game_return_ops_t_06,tencent_game_return_ops,2026-07-09,net_revenue_cents,1,0,680000,1
tencent_game_return_ops_t_06,tencent_game_return_ops,2026-07-16,net_revenue_cents,1,1,785000,1
tencent_game_return_ops_t_07,tencent_game_return_ops,2026-06-25,net_revenue_cents,1,0,670000,1
tencent_game_return_ops_t_07,tencent_game_return_ops,2026-07-02,net_revenue_cents,1,0,685000,1
tencent_game_return_ops_t_07,tencent_game_return_ops,2026-07-09,net_revenue_cents,1,0,700000,1
tencent_game_return_ops_t_07,tencent_game_return_ops,2026-07-16,net_revenue_cents,1,1,810000,1
tencent_game_return_ops_t_08,tencent_game_return_ops,2026-06-25,net_revenue_cents,1,0,690000,1
tencent_game_return_ops_t_08,tencent_game_return_ops,2026-07-02,net_revenue_cents,1,0,705000,1
tencent_game_return_ops_t_08,tencent_game_return_ops,2026-07-09,net_revenue_cents,1,0,720000,1
tencent_game_return_ops_t_08,tencent_game_return_ops,2026-07-16,net_revenue_cents,1,1,835000,1
tencent_game_return_ops_c_01,tencent_game_return_ops,2026-06-25,contribution_cents,0,0,260000,1
tencent_game_return_ops_c_01,tencent_game_return_ops,2026-07-02,contribution_cents,0,0,268000,1
tencent_game_return_ops_c_01,tencent_game_return_ops,2026-07-09,contribution_cents,0,0,276000,1
tencent_game_return_ops_c_01,tencent_game_return_ops,2026-07-16,contribution_cents,0,1,284000,1
tencent_game_return_ops_c_02,tencent_game_return_ops,2026-06-25,contribution_cents,0,0,272000,1
tencent_game_return_ops_c_02,tencent_game_return_ops,2026-07-02,contribution_cents,0,0,280000,1
tencent_game_return_ops_c_02,tencent_game_return_ops,2026-07-09,contribution_cents,0,0,288000,1
tencent_game_return_ops_c_02,tencent_game_return_ops,2026-07-16,contribution_cents,0,1,296000,1
tencent_game_return_ops_c_03,tencent_game_return_ops,2026-06-25,contribution_cents,0,0,284000,1
tencent_game_return_ops_c_03,tencent_game_return_ops,2026-07-02,contribution_cents,0,0,292000,1
tencent_game_return_ops_c_03,tencent_game_return_ops,2026-07-09,contribution_cents,0,0,300000,1
tencent_game_return_ops_c_03,tencent_game_return_ops,2026-07-16,contribution_cents,0,1,308000,1
tencent_game_return_ops_c_04,tencent_game_return_ops,2026-06-25,contribution_cents,0,0,296000,1
tencent_game_return_ops_c_04,tencent_game_return_ops,2026-07-02,contribution_cents,0,0,304000,1
tencent_game_return_ops_c_04,tencent_game_return_ops,2026-07-09,contribution_cents,0,0,312000,1
tencent_game_return_ops_c_04,tencent_game_return_ops,2026-07-16,contribution_cents,0,1,320000,1
tencent_game_return_ops_c_05,tencent_game_return_ops,2026-06-25,contribution_cents,0,0,308000,1
tencent_game_return_ops_c_05,tencent_game_return_ops,2026-07-02,contribution_cents,0,0,316000,1
tencent_game_return_ops_c_05,tencent_game_return_ops,2026-07-09,contribution_cents,0,0,324000,1
tencent_game_return_ops_c_05,tencent_game_return_ops,2026-07-16,contribution_cents,0,1,332000,1
tencent_game_return_ops_c_06,tencent_game_return_ops,2026-06-25,contribution_cents,0,0,320000,1
tencent_game_return_ops_c_06,tencent_game_return_ops,2026-07-02,contribution_cents,0,0,328000,1
tencent_game_return_ops_c_06,tencent_game_return_ops,2026-07-09,contribution_cents,0,0,336000,1
tencent_game_return_ops_c_06,tencent_game_return_ops,2026-07-16,contribution_cents,0,1,344000,1
tencent_game_return_ops_c_07,tencent_game_return_ops,2026-06-25,contribution_cents,0,0,332000,1
tencent_game_return_ops_c_07,tencent_game_return_ops,2026-07-02,contribution_cents,0,0,340000,1
tencent_game_return_ops_c_07,tencent_game_return_ops,2026-07-09,contribution_cents,0,0,348000,1
tencent_game_return_ops_c_07,tencent_game_return_ops,2026-07-16,contribution_cents,0,1,356000,1
tencent_game_return_ops_c_08,tencent_game_return_ops,2026-06-25,contribution_cents,0,0,344000,1
tencent_game_return_ops_c_08,tencent_game_return_ops,2026-07-02,contribution_cents,0,0,352000,1
tencent_game_return_ops_c_08,tencent_game_return_ops,2026-07-09,contribution_cents,0,0,360000,1
tencent_game_return_ops_c_08,tencent_game_return_ops,2026-07-16,contribution_cents,0,1,368000,1
tencent_game_return_ops_t_01,tencent_game_return_ops,2026-06-25,contribution_cents,1,0,280000,1
tencent_game_return_ops_t_01,tencent_game_return_ops,2026-07-02,contribution_cents,1,0,288000,1
tencent_game_return_ops_t_01,tencent_game_return_ops,2026-07-09,contribution_cents,1,0,296000,1
tencent_game_return_ops_t_01,tencent_game_return_ops,2026-07-16,contribution_cents,1,1,359000,1
tencent_game_return_ops_t_02,tencent_game_return_ops,2026-06-25,contribution_cents,1,0,292000,1
tencent_game_return_ops_t_02,tencent_game_return_ops,2026-07-02,contribution_cents,1,0,300000,1
tencent_game_return_ops_t_02,tencent_game_return_ops,2026-07-09,contribution_cents,1,0,308000,1
tencent_game_return_ops_t_02,tencent_game_return_ops,2026-07-16,contribution_cents,1,1,375000,1
tencent_game_return_ops_t_03,tencent_game_return_ops,2026-06-25,contribution_cents,1,0,304000,1
tencent_game_return_ops_t_03,tencent_game_return_ops,2026-07-02,contribution_cents,1,0,312000,1
tencent_game_return_ops_t_03,tencent_game_return_ops,2026-07-09,contribution_cents,1,0,320000,1
tencent_game_return_ops_t_03,tencent_game_return_ops,2026-07-16,contribution_cents,1,1,391000,1
tencent_game_return_ops_t_04,tencent_game_return_ops,2026-06-25,contribution_cents,1,0,316000,1
tencent_game_return_ops_t_04,tencent_game_return_ops,2026-07-02,contribution_cents,1,0,324000,1
tencent_game_return_ops_t_04,tencent_game_return_ops,2026-07-09,contribution_cents,1,0,332000,1
tencent_game_return_ops_t_04,tencent_game_return_ops,2026-07-16,contribution_cents,1,1,407000,1
tencent_game_return_ops_t_05,tencent_game_return_ops,2026-06-25,contribution_cents,1,0,328000,1
tencent_game_return_ops_t_05,tencent_game_return_ops,2026-07-02,contribution_cents,1,0,336000,1
tencent_game_return_ops_t_05,tencent_game_return_ops,2026-07-09,contribution_cents,1,0,344000,1
tencent_game_return_ops_t_05,tencent_game_return_ops,2026-07-16,contribution_cents,1,1,407000,1
tencent_game_return_ops_t_06,tencent_game_return_ops,2026-06-25,contribution_cents,1,0,340000,1
tencent_game_return_ops_t_06,tencent_game_return_ops,2026-07-02,contribution_cents,1,0,348000,1
tencent_game_return_ops_t_06,tencent_game_return_ops,2026-07-09,contribution_cents,1,0,356000,1
tencent_game_return_ops_t_06,tencent_game_return_ops,2026-07-16,contribution_cents,1,1,423000,1
tencent_game_return_ops_t_07,tencent_game_return_ops,2026-06-25,contribution_cents,1,0,352000,1
tencent_game_return_ops_t_07,tencent_game_return_ops,2026-07-02,contribution_cents,1,0,360000,1
tencent_game_return_ops_t_07,tencent_game_return_ops,2026-07-09,contribution_cents,1,0,368000,1
tencent_game_return_ops_t_07,tencent_game_return_ops,2026-07-16,contribution_cents,1,1,439000,1
tencent_game_return_ops_t_08,tencent_game_return_ops,2026-06-25,contribution_cents,1,0,364000,1
tencent_game_return_ops_t_08,tencent_game_return_ops,2026-07-02,contribution_cents,1,0,372000,1
tencent_game_return_ops_t_08,tencent_game_return_ops,2026-07-09,contribution_cents,1,0,380000,1
tencent_game_return_ops_t_08,tencent_game_return_ops,2026-07-16,contribution_cents,1,1,455000,1
tencent_private_retail_c_01,tencent_private_retail,2026-07-16,completed_orders,0,0,82,1
tencent_private_retail_c_01,tencent_private_retail,2026-07-23,completed_orders,0,0,86,1
tencent_private_retail_c_01,tencent_private_retail,2026-07-30,completed_orders,0,0,90,1
tencent_private_retail_c_01,tencent_private_retail,2026-08-06,completed_orders,0,1,94,1
tencent_private_retail_c_02,tencent_private_retail,2026-07-16,completed_orders,0,0,85,1
tencent_private_retail_c_02,tencent_private_retail,2026-07-23,completed_orders,0,0,89,1
tencent_private_retail_c_02,tencent_private_retail,2026-07-30,completed_orders,0,0,93,1
tencent_private_retail_c_02,tencent_private_retail,2026-08-06,completed_orders,0,1,97,1
tencent_private_retail_c_03,tencent_private_retail,2026-07-16,completed_orders,0,0,88,1
tencent_private_retail_c_03,tencent_private_retail,2026-07-23,completed_orders,0,0,92,1
tencent_private_retail_c_03,tencent_private_retail,2026-07-30,completed_orders,0,0,96,1
tencent_private_retail_c_03,tencent_private_retail,2026-08-06,completed_orders,0,1,100,1
tencent_private_retail_c_04,tencent_private_retail,2026-07-16,completed_orders,0,0,91,1
tencent_private_retail_c_04,tencent_private_retail,2026-07-23,completed_orders,0,0,95,1
tencent_private_retail_c_04,tencent_private_retail,2026-07-30,completed_orders,0,0,99,1
tencent_private_retail_c_04,tencent_private_retail,2026-08-06,completed_orders,0,1,103,1
tencent_private_retail_c_05,tencent_private_retail,2026-07-16,completed_orders,0,0,94,1
tencent_private_retail_c_05,tencent_private_retail,2026-07-23,completed_orders,0,0,98,1
tencent_private_retail_c_05,tencent_private_retail,2026-07-30,completed_orders,0,0,102,1
tencent_private_retail_c_05,tencent_private_retail,2026-08-06,completed_orders,0,1,106,1
tencent_private_retail_c_06,tencent_private_retail,2026-07-16,completed_orders,0,0,97,1
tencent_private_retail_c_06,tencent_private_retail,2026-07-23,completed_orders,0,0,101,1
tencent_private_retail_c_06,tencent_private_retail,2026-07-30,completed_orders,0,0,105,1
tencent_private_retail_c_06,tencent_private_retail,2026-08-06,completed_orders,0,1,109,1
tencent_private_retail_c_07,tencent_private_retail,2026-07-16,completed_orders,0,0,100,1
tencent_private_retail_c_07,tencent_private_retail,2026-07-23,completed_orders,0,0,104,1
tencent_private_retail_c_07,tencent_private_retail,2026-07-30,completed_orders,0,0,108,1
tencent_private_retail_c_07,tencent_private_retail,2026-08-06,completed_orders,0,1,112,1
tencent_private_retail_c_08,tencent_private_retail,2026-07-16,completed_orders,0,0,103,1
tencent_private_retail_c_08,tencent_private_retail,2026-07-23,completed_orders,0,0,107,1
tencent_private_retail_c_08,tencent_private_retail,2026-07-30,completed_orders,0,0,111,1
tencent_private_retail_c_08,tencent_private_retail,2026-08-06,completed_orders,0,1,115,1
tencent_private_retail_t_01,tencent_private_retail,2026-07-16,completed_orders,1,0,88,1
tencent_private_retail_t_01,tencent_private_retail,2026-07-23,completed_orders,1,0,92,1
tencent_private_retail_t_01,tencent_private_retail,2026-07-30,completed_orders,1,0,96,1
tencent_private_retail_t_01,tencent_private_retail,2026-08-06,completed_orders,1,1,110,1
tencent_private_retail_t_02,tencent_private_retail,2026-07-16,completed_orders,1,0,91,1
tencent_private_retail_t_02,tencent_private_retail,2026-07-23,completed_orders,1,0,95,1
tencent_private_retail_t_02,tencent_private_retail,2026-07-30,completed_orders,1,0,99,1
tencent_private_retail_t_02,tencent_private_retail,2026-08-06,completed_orders,1,1,114,1
tencent_private_retail_t_03,tencent_private_retail,2026-07-16,completed_orders,1,0,94,1
tencent_private_retail_t_03,tencent_private_retail,2026-07-23,completed_orders,1,0,98,1
tencent_private_retail_t_03,tencent_private_retail,2026-07-30,completed_orders,1,0,102,1
tencent_private_retail_t_03,tencent_private_retail,2026-08-06,completed_orders,1,1,118,1
tencent_private_retail_t_04,tencent_private_retail,2026-07-16,completed_orders,1,0,97,1
tencent_private_retail_t_04,tencent_private_retail,2026-07-23,completed_orders,1,0,101,1
tencent_private_retail_t_04,tencent_private_retail,2026-07-30,completed_orders,1,0,105,1
tencent_private_retail_t_04,tencent_private_retail,2026-08-06,completed_orders,1,1,122,1
tencent_private_retail_t_05,tencent_private_retail,2026-07-16,completed_orders,1,0,100,1
tencent_private_retail_t_05,tencent_private_retail,2026-07-23,completed_orders,1,0,104,1
tencent_private_retail_t_05,tencent_private_retail,2026-07-30,completed_orders,1,0,108,1
tencent_private_retail_t_05,tencent_private_retail,2026-08-06,completed_orders,1,1,122,1
tencent_private_retail_t_06,tencent_private_retail,2026-07-16,completed_orders,1,0,103,1
tencent_private_retail_t_06,tencent_private_retail,2026-07-23,completed_orders,1,0,107,1
tencent_private_retail_t_06,tencent_private_retail,2026-07-30,completed_orders,1,0,111,1
tencent_private_retail_t_06,tencent_private_retail,2026-08-06,completed_orders,1,1,126,1
tencent_private_retail_t_07,tencent_private_retail,2026-07-16,completed_orders,1,0,106,1
tencent_private_retail_t_07,tencent_private_retail,2026-07-23,completed_orders,1,0,110,1
tencent_private_retail_t_07,tencent_private_retail,2026-07-30,completed_orders,1,0,114,1
